            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2454016.500000000, A.D. 2006-Oct-08 00:00:00.0000, -4.514840461179045E+08, -6.675736300993297E+08,  1.287429169870365E+07,  1.067069485863635E+01, -6.711812115335038E+00, -2.109313461678903E-01,  2.688572426217959E+03,  8.060137361669055E+08, -4.215006366794773E-01,
2454017.500000000, A.D. 2006-Oct-09 00:00:00.0000, -4.505616566555426E+08, -6.681528058781214E+08,  1.285605868052378E+07,  1.067995762248993E+01, -6.695686949220574E+00, -2.111680442449182E-01,  2.688450574912919E+03,  8.059772060646571E+08, -4.230295388002849E-01,
2454018.500000000, A.D. 2006-Oct-10 00:00:00.0000, -4.496384363502914E+08, -6.687307364743038E+08,  1.283780010145828E+07,  1.069147358874579E+01, -6.681166015928865E+00, -2.114333504272321E-01,  2.688328635222822E+03,  8.059406494652350E+08, -4.244862642174224E-01,
2454019.500000000, A.D. 2006-Oct-11 00:00:00.0000, -4.487143504647022E+08, -6.693072444020065E+08,  1.281952286720508E+07,  1.069895905892915E+01, -6.665233837433915E+00, -2.117029958798686E-01,  2.688206051898024E+03,  8.059038999089839E+08, -4.248659215861095E-01,
2454020.500000000, A.D. 2006-Oct-12 00:00:00.0000, -4.477895194176230E+08, -6.698825259756591E+08,  1.280121871188256E+07,  1.070895324242850E+01, -6.650543733106289E+00, -2.119744757045940E-01,  2.688083591694954E+03,  8.058671872636985E+08, -4.256129643861788E-01,
2454021.500000000, A.D. 2006-Oct-13 00:00:00.0000, -4.468639480625763E+08, -6.704565509490168E+08,  1.278288852618361E+07,  1.071729070858329E+01, -6.638025103716733E+00, -2.123567204095971E-01,  2.687961179516716E+03,  8.058304890158956E+08, -4.236349447669399E-01,
2454022.500000000, A.D. 2006-Oct-14 00:00:00.0000, -4.459374431133373E+08, -6.710294342849844E+08,  1.276453039097676E+07,  1.072851049106379E+01, -6.622382223903045E+00, -2.125875942066835E-01,  2.687838777362403E+03,  8.057937937731893E+08, -4.258468145742330E-01,
2454023.500000000, A.D. 2006-Oct-15 00:00:00.0000, -4.450101234641359E+08, -6.716010322024497E+08,  1.274614787580809E+07,  1.073836060529372E+01, -6.609210828941643E+00, -2.129209404616623E-01,  2.687716207329166E+03,  8.057570482016481E+08, -4.252401968571903E-01,
2454024.500000000, A.D. 2006-Oct-16 00:00:00.0000, -4.440818676122015E+08, -6.721713585548344E+08,  1.272774280203912E+07,  1.074796299693840E+01, -6.593152307050438E+00, -2.131526398719292E-01,  2.687593284923892E+03,  8.057201969916277E+08, -4.268979362567023E-01,
2454025.500000000, A.D. 2006-Oct-17 00:00:00.0000, -4.431527898286132E+08, -6.727404460956920E+08,  1.270931198821497E+07,  1.075935220570024E+01, -6.579201477497685E+00, -2.134387958260988E-01,  2.687470312603617E+03,  8.056833308174669E+08, -4.277793232687643E-01,
2454026.500000000, A.D. 2006-Oct-18 00:00:00.0000, -4.422228061182343E+08, -6.733081327362303E+08,  1.269086240569720E+07,  1.076728915781565E+01, -6.562844170779033E+00, -2.136862348121693E-01,  2.687346685813638E+03,  8.056462684382240E+08, -4.287692349934521E-01,
2454027.500000000, A.D. 2006-Oct-19 00:00:00.0000, -4.412920750762962E+08, -6.738745774424846E+08,  1.267238651825547E+07,  1.077748915655273E+01, -6.548331290450605E+00, -2.139602978370836E-01,  2.687223137986510E+03,  8.056092297314490E+08, -4.294612667368783E-01,
2454028.500000000, A.D. 2006-Oct-20 00:00:00.0000, -4.403605780879307E+08, -6.744397387250351E+08,  1.265388604824856E+07,  1.078563251433297E+01, -6.535239495218756E+00, -2.143236052116273E-01,  2.687099519322718E+03,  8.055721697883760E+08, -4.278377416676653E-01,
2454029.500000000, A.D. 2006-Oct-21 00:00:00.0000, -4.394281588000915E+08, -6.750037572754509E+08,  1.263535754365233E+07,  1.079729520658606E+01, -6.519678206286406E+00, -2.145511593616534E-01,  2.686975938235914E+03,  8.055351211106008E+08, -4.301975031369585E-01,
2454030.500000000, A.D. 2006-Oct-22 00:00:00.0000, -4.384949057832996E+08, -6.755664489162040E+08,  1.261680635139316E+07,  1.080681534670980E+01, -6.506042740438403E+00, -2.148739523767511E-01,  2.686852043272325E+03,  8.054979783349323E+08, -4.297717920791131E-01,
2454031.500000000, A.D. 2006-Oct-23 00:00:00.0000, -4.375607176334988E+08, -6.761278544583726E+08,  1.259823304851621E+07,  1.081674606391914E+01, -6.489505670972223E+00, -2.150835726422913E-01,  2.686727765336436E+03,  8.054607207470576E+08, -4.319978471802056E-01,
2454032.500000000, A.D. 2006-Oct-24 00:00:00.0000, -4.366257267614495E+08, -6.766879704506813E+08,  1.257963555560005E+07,  1.082763422551772E+01, -6.475455702317159E+00, -2.153736677711571E-01,  2.686603335917836E+03,  8.054234177458078E+08, -4.326544280319664E-01,
2454033.500000000, A.D. 2006-Oct-25 00:00:00.0000, -4.356898268780460E+08, -6.772466682319372E+08,  1.256101992713159E+07,  1.083565716487727E+01, -6.458305347208796E+00, -2.155919505114898E-01,  2.686478202984345E+03,  8.053859038360996E+08, -4.343605575585948E-01,
2454034.500000000, A.D. 2006-Oct-26 00:00:00.0000, -4.347532217775440E+08, -6.778040744904386E+08,  1.254237913222086E+07,  1.084536721765522E+01, -6.443723760255104E+00, -2.158701788704267E-01,  2.686353089432815E+03,  8.053483957369574E+08, -4.348225527297312E-01,
2454035.500000000, A.D. 2006-Oct-27 00:00:00.0000, -4.338158778324291E+08, -6.783601640008359E+08,  1.252371469477183E+07,  1.085277195733913E+01, -6.429991126856418E+00, -2.162191026844424E-01,  2.686227863309608E+03,  8.053108538896754E+08, -4.333268611966241E-01,
2454036.500000000, A.D. 2006-Oct-28 00:00:00.0000, -4.328776823021765E+08, -6.789151142162303E+08,  1.250502123262107E+07,  1.086416620225098E+01, -6.414833137202502E+00, -2.164634072302931E-01,  2.686102820718680E+03,  8.052733670639862E+08, -4.351749450442246E-01,
2454037.500000000, A.D. 2006-Oct-29 00:00:00.0000, -4.319386778213563E+08, -6.794687300169262E+08,  1.248630510163277E+07,  1.087292237446026E+01, -6.401084834602099E+00, -2.167922721745730E-01,  2.685977491182651E+03,  8.052357942143202E+08, -4.344139544569949E-01,
2454038.500000000, A.D. 2006-Oct-30 00:00:00.0000, -4.309987773741242E+08, -6.800210899877619E+08,  1.246756534876591E+07,  1.088290851961276E+01, -6.384772348349454E+00, -2.170065381753328E-01,  2.685851940892017E+03,  8.051981551840885E+08, -4.364713896974601E-01,
2454039.500000000, A.D. 2006-Oct-31 00:00:00.0000, -4.300581026275406E+08, -6.805721624164093E+08,  1.244880115410218E+07,  1.089318901252259E+01, -6.371174609424440E+00, -2.173193127568518E-01,  2.685726298980223E+03,  8.051604886865239E+08, -4.363918586029609E-01,
2454040.500000000, A.D. 2006-Nov-01 00:00:00.0000, -4.291165139791467E+08, -6.811218598219159E+08,  1.243001751999116E+07,  1.090159204601964E+01, -6.353955060948477E+00, -2.175279738906508E-01,  2.685600070878325E+03,  8.051226464535873E+08, -4.383672044921606E-01,
2454041.500000000, A.D. 2006-Nov-02 00:00:00.0000, -4.281742307346690E+08, -6.816702618350593E+08,  1.241120882334831E+07,  1.091114699113237E+01, -6.339772482430962E+00, -2.178210771525380E-01,  2.685473871474331E+03,  8.050848128240654E+08, -4.383898671795938E-01,
2454042.500000000, A.D. 2006-Nov-03 00:00:00.0000, -4.272311913549819E+08, -6.822173535349859E+08,  1.239237671747771E+07,  1.091850601938994E+01, -6.325673577117770E+00, -2.181548141570189E-01,  2.685347549055188E+03,  8.050469423155305E+08, -4.371738907553753E-01,
2454043.500000000, A.D. 2006-Nov-04 00:00:00.0000, -4.262873205567778E+08, -6.827633195978076E+08,  1.237351498017275E+07,  1.093015480322348E+01, -6.311050309659122E+00, -2.184132526778773E-01,  2.685221492732443E+03,  8.050091515806882E+08, -4.386723849359644E-01,
2454044.500000000, A.D. 2006-Nov-05 00:00:00.0000, -4.253426074621786E+08, -6.833079449313551E+08,  1.235463133276179E+07,  1.093884306317774E+01, -6.296945810089762E+00, -2.187305694457962E-01,  2.685095076857036E+03,  8.049712530546697E+08, -4.381588342233576E-01,
2454045.500000000, A.D. 2006-Nov-06 00:00:00.0000, -4.243969919155701E+08, -6.838513189823782E+08,  1.233572398897690E+07,  1.094938371002484E+01, -6.280586145651427E+00, -2.189345498885329E-01,  2.684968449792183E+03,  8.049332912156481E+08, -4.405322903482454E-01,
2454046.500000000, A.D. 2006-Nov-07 00:00:00.0000, -4.234505873648902E+08, -6.843933667800505E+08,  1.231679385223654E+07,  1.095936931066320E+01, -6.266781314320767E+00, -2.192440766013526E-01,  2.684841600164916E+03,  8.048952626540931E+08, -4.404401537817921E-01,
2454047.500000000, A.D. 2006-Nov-08 00:00:00.0000, -4.225032495482197E+08, -6.849340343970920E+08,  1.229784471376652E+07,  1.096834039669987E+01, -6.248979735098047E+00, -2.194243466073793E-01,  2.684714122803223E+03,  8.048570459024919E+08, -4.432079054129837E-01,
2454048.500000000, A.D. 2006-Nov-09 00:00:00.0000, -4.215552220724988E+08, -6.854733447519029E+08,  1.227887257573977E+07,  1.097755387597399E+01, -6.234498502007417E+00, -2.197123620829813E-01,  2.684586509867712E+03,  8.048187885068827E+08, -4.432804578736108E-01,
2454049.500000000, A.D. 2006-Nov-10 00:00:00.0000, -4.206064414612034E+08, -6.860113031381972E+08,  1.225987851580048E+07,  1.098464632408014E+01, -6.219474315532281E+00, -2.200156374101661E-01,  2.684458664819149E+03,  8.047804615255308E+08, -4.427054371564305E-01,
2454050.500000000, A.D. 2006-Nov-11 00:00:00.0000, -4.196568885820274E+08, -6.865481009771886E+08,  1.224085529881468E+07,  1.099589074525798E+01, -6.205015439186943E+00, -2.202851469265732E-01,  2.684331098556732E+03,  8.047422181221627E+08, -4.438144310066872E-01,
2454051.500000000, A.D. 2006-Nov-12 00:00:00.0000, -4.187065096983171E+08, -6.870835328210250E+08,  1.222181087379140E+07,  1.100396531723796E+01, -6.190327526258472E+00, -2.205904613503913E-01,  2.684203134503087E+03,  8.047038554639851E+08, -4.434622963929526E-01,
2454052.500000000, A.D. 2006-Nov-13 00:00:00.0000, -4.177552820738571E+08, -6.876177108199699E+08,  1.220274210515031E+07,  1.101435489706667E+01, -6.174096764314287E+00, -2.207997839905587E-01,  2.684075053417966E+03,  8.046654577206534E+08, -4.456274502742199E-01,
2454053.500000000, A.D. 2006-Nov-14 00:00:00.0000, -4.168032996371592E+08, -6.881505421594733E+08,  1.218365095302320E+07,  1.102346495641441E+01, -6.160280960579806E+00, -2.211196009441636E-01,  2.683946754618897E+03,  8.046269947083218E+08, -4.450632787395331E-01,
2454054.500000000, A.D. 2006-Nov-15 00:00:00.0000, -4.158504148946351E+08, -6.886820255647357E+08,  1.216453935455158E+07,  1.103261481596778E+01, -6.142537692068490E+00, -2.212976640866615E-01,  2.683817980268564E+03,  8.045883891293087E+08, -4.478738914505698E-01,
2454055.500000000, A.D. 2006-Nov-16 00:00:00.0000, -4.148968666904603E+08, -6.892121382662112E+08,  1.214540498665783E+07,  1.104123415256632E+01, -6.128302666251578E+00, -2.216014390400707E-01,  2.683689077754847E+03,  8.045497451278785E+08, -4.474108793748319E-01,
2454056.500000000, A.D. 2006-Nov-17 00:00:00.0000, -4.139425766493031E+08, -6.897409166893301E+08,  1.212624813566440E+07,  1.104821986577432E+01, -6.113030806529697E+00, -2.218938839678404E-01,  2.683560015565134E+03,  8.045110532567897E+08, -4.469943143997164E-01,
2454057.500000000, A.D. 2006-Nov-18 00:00:00.0000, -4.129875587052611E+08, -6.902685465061097E+08,  1.210706132916000E+07,  1.105920153010253E+01, -6.099308489961428E+00, -2.221909298538352E-01,  2.683431348610660E+03,  8.044724798742446E+08, -4.473017080202092E-01,
2454058.500000000, A.D. 2006-Nov-19 00:00:00.0000, -4.120316988264816E+08, -6.907948358774636E+08,  1.208785280657047E+07,  1.106723481083045E+01, -6.084450401182352E+00, -2.224894961502133E-01,  2.683302334142110E+03,  8.044338023096007E+08, -4.470648341437725E-01,
2454059.500000000, A.D. 2006-Nov-20 00:00:00.0000, -4.110750000297394E+08, -6.913198948135893E+08,  1.206861905546007E+07,  1.107799567565442E+01, -6.068671009835431E+00, -2.227080237387282E-01,  2.683173293687777E+03,  8.043951169546146E+08, -4.490104914956357E-01,
2454060.500000000, A.D. 2006-Nov-21 00:00:00.0000, -4.101175217688386E+08, -6.918436000729049E+08,  1.204936368654317E+07,  1.108690558011331E+01, -6.054738186728373E+00, -2.230250771143516E-01,  2.683043976906834E+03,  8.043563487589951E+08, -4.484202640011358E-01,
2454061.500000000, A.D. 2006-Nov-22 00:00:00.0000, -4.091591242347715E+08, -6.923659797554039E+08,  1.203008739264649E+07,  1.109683482362276E+01, -6.036962353706920E+00, -2.231903152082961E-01,  2.682914227714183E+03,  8.043174509296066E+08, -4.516486146333328E-01,
2454062.500000000, A.D. 2006-Nov-23 00:00:00.0000, -4.082000358199373E+08, -6.928869467972295E+08,  1.201079020836729E+07,  1.110531401245955E+01, -6.022445643335569E+00, -2.234865137462259E-01,  2.682784184866620E+03,  8.042784650646904E+08, -4.513360347356692E-01,
2454063.500000000, A.D. 2006-Nov-24 00:00:00.0000, -4.072401855765625E+08, -6.934065555502462E+08,  1.199147172267255E+07,  1.111258467448654E+01, -6.006397071610532E+00, -2.237458719106566E-01,  2.682653883872190E+03,  8.042394018092905E+08, -4.517298976640387E-01,
2454064.500000000, A.D. 2006-Nov-25 00:00:00.0000, -4.062796343857676E+08, -6.939249667948703E+08,  1.197212471951538E+07,  1.112322760489022E+01, -5.992709952697620E+00, -2.240486024379460E-01,  2.682523890016237E+03,  8.042004306316892E+08, -4.517930027638999E-01,
2454065.500000000, A.D. 2006-Nov-26 00:00:00.0000, -4.053182335158758E+08, -6.944420127653728E+08,  1.195275700703007E+07,  1.113113343882729E+01, -5.977053464902480E+00, -2.243209382591016E-01,  2.682393471081649E+03,  8.041613320187196E+08, -4.521674234642079E-01,
2454066.500000000, A.D. 2006-Nov-27 00:00:00.0000, -4.043560316678616E+08, -6.949577973024733E+08,  1.193336458168164E+07,  1.114175754771678E+01, -5.961270367154125E+00, -2.245411354037730E-01,  2.682263009235160E+03,  8.041222205410851E+08, -4.540168972136631E-01,
2454067.500000000, A.D. 2006-Nov-28 00:00:00.0000, -4.033930652554017E+08, -6.954721882632148E+08,  1.191395183394656E+07,  1.114995238515942E+01, -5.946797624045197E+00, -2.248480463543223E-01,  2.682132185880143E+03,  8.040830006859212E+08, -4.535103239730033E-01,
2454068.500000000, A.D. 2006-Nov-29 00:00:00.0000, -4.024292225493451E+08, -6.959852561950042E+08,  1.189451753651619E+07,  1.115997023603419E+01, -5.929034794636058E+00, -2.250114809757284E-01,  2.682001018311727E+03,  8.040436776381756E+08, -4.567584553520370E-01,
2454069.500000000, A.D. 2006-Nov-30 00:00:00.0000, -4.014647118345476E+08, -6.964968748332151E+08,  1.187506339779484E+07,  1.116767459573345E+01, -5.914297013182297E+00, -2.253101751219502E-01,  2.681869490693412E+03,  8.040042466501861E+08, -4.562332239702424E-01,
2454070.500000000, A.D. 2006-Dec-01 00:00:00.0000, -4.004994732981197E+08, -6.970071366412982E+08,  1.185558758153293E+07,  1.117478236294603E+01, -5.897930113341966E+00, -2.255573605875028E-01,  2.681737769680615E+03,  8.039647576839894E+08, -4.568224934027491E-01,
2454071.500000000, A.D. 2006-Dec-02 00:00:00.0000, -3.995335954086663E+08, -6.975161865766647E+08,  1.183608315059343E+07,  1.118462000222761E+01, -5.884743293174296E+00, -2.258866077034547E-01,  2.681606421219668E+03,  8.039253804060277E+08, -4.560141569586655E-01,
2454072.500000000, A.D. 2006-Dec-03 00:00:00.0000, -3.985668847727602E+08, -6.980239030226151E+08,  1.181655686393633E+07,  1.119237214252444E+01, -5.868953740186102E+00, -2.261542119352660E-01,  2.681474773627311E+03,  8.038859134507248E+08, -4.564220614463524E-01,
2454073.500000000, A.D. 2006-Dec-04 00:00:00.0000, -3.975994122134922E+08, -6.985303779904135E+08,  1.179700475007731E+07,  1.120286372969213E+01, -5.853835787775333E+00, -2.263978413464280E-01,  2.681343211819003E+03,  8.038464722128335E+08, -4.576007205730535E-01,
2454074.500000000, A.D. 2006-Dec-05 00:00:00.0000, -3.966311679461120E+08, -6.990354761847599E+08,  1.177743206761390E+07,  1.121076394859804E+01, -5.839298552692562E+00, -2.267037600150759E-01,  2.681211328841862E+03,  8.038069346909482E+08, -4.569897650963476E-01,
2454075.500000000, A.D. 2006-Dec-06 00:00:00.0000, -3.956620585782926E+08, -6.995392919700398E+08,  1.175783642936045E+07,  1.122131641979862E+01, -5.822060878525511E+00, -2.268762717502422E-01,  2.681079245780237E+03,  8.037673371852431E+08, -4.600291238924030E-01,
2454076.500000000, A.D. 2006-Dec-07 00:00:00.0000, -3.946922486462398E+08, -7.000416503763076E+08,  1.173822182431549E+07,  1.122890201705589E+01, -5.807182121032808E+00, -2.271708837353019E-01,  2.680946726373999E+03,  8.037276088667145E+08, -4.595559603117427E-01,
2454077.500000000, A.D. 2006-Dec-08 00:00:00.0000, -3.937216925194441E+08, -7.005426590147979E+08,  1.171858567000407E+07,  1.123655292240218E+01, -5.790525660666949E+00, -2.273977132802019E-01,  2.680814008100394E+03,  8.036878209292489E+08, -4.606629106704814E-01,
2454078.500000000, A.D. 2006-Dec-09 00:00:00.0000, -3.927504996975892E+08, -7.010424205978374E+08,  1.169892229406187E+07,  1.124607470660352E+01, -5.777430043668131E+00, -2.277332939545147E-01,  2.680681568627648E+03,  8.036481165741780E+08, -4.595819295780409E-01,
2454079.500000000, A.D. 2006-Dec-10 00:00:00.0000, -3.917784519501082E+08, -7.015408496158562E+08,  1.167923743187663E+07,  1.125419169533973E+01, -5.761070621414210E+00, -2.279750177821600E-01,  2.680548804331432E+03,  8.036083148394812E+08, -4.606547610713146E-01,
2454080.500000000, A.D. 2006-Dec-11 00:00:00.0000, -3.908056523330676E+08, -7.020380038654172E+08,  1.165952775803837E+07,  1.126465300409876E+01, -5.746000482208902E+00, -2.282210119035923E-01,  2.680416052697785E+03,  8.035685169009264E+08, -4.617407206133819E-01,
2454081.500000000, A.D. 2006-Dec-12 00:00:00.0000, -3.898320647783365E+08, -7.025337477059231E+08,  1.163979899906471E+07,  1.127232926268812E+01, -5.730694468388912E+00, -2.285018749829604E-01,  2.680282861278569E+03,  8.035285871179751E+08, -4.616747323531779E-01,
2454082.500000000, A.D. 2006-Dec-13 00:00:00.0000, -3.888576407698396E+08, -7.030281907316893E+08,  1.162004756987229E+07,  1.128304976077583E+01, -5.713485012389222E+00, -2.286726770199254E-01,  2.680149472225631E+03,  8.034885980859245E+08, -4.647437037760461E-01,
2454083.500000000, A.D. 2006-Dec-14 00:00:00.0000, -3.878825112806257E+08, -7.035211274945856E+08,  1.160027899149868E+07,  1.129010693967624E+01, -5.697924993116615E+00, -2.289508797276456E-01,  2.680015498766437E+03,  8.034484338532861E+08, -4.645977205300169E-01,
2454084.500000000, A.D. 2006-Dec-15 00:00:00.0000, -3.869066672431303E+08, -7.040126903579544E+08,  1.158048931619078E+07,  1.129772921871149E+01, -5.680831951080615E+00, -2.291607024675368E-01,  2.679881312275547E+03,  8.034082057553518E+08, -4.660678898467017E-01,
2454085.500000000, A.D. 2006-Dec-16 00:00:00.0000, -3.859302377242316E+08, -7.045029561203587E+08,  1.156067366597867E+07,  1.130622409317218E+01, -5.667686412489399E+00, -2.295070341929466E-01,  2.679747344230191E+03,  8.033680431457411E+08, -4.645008961827180E-01,
2454086.500000000, A.D. 2006-Dec-17 00:00:00.0000, -3.849529921651791E+08, -7.049919021022432E+08,  1.154083570152238E+07,  1.131416705002814E+01, -5.651064694522386E+00, -2.297399543656518E-01,  2.679613159121739E+03,  8.033278154622512E+08, -4.657115012542874E-01,
2454087.500000000, A.D. 2006-Dec-18 00:00:00.0000, -3.839750505618855E+08, -7.054795648048180E+08,  1.152097255904534E+07,  1.132400458520189E+01, -5.636447950485976E+00, -2.300093750802121E-01,  2.679479056939446E+03,  8.032876126393985E+08, -4.660675850341433E-01,
2454088.500000000, A.D. 2006-Dec-19 00:00:00.0000, -3.829963392280968E+08, -7.059658332181294E+08,  1.150108973143792E+07,  1.133127441886034E+01, -5.620935047477084E+00, -2.302854098703859E-01,  2.679344596009007E+03,  8.032473022665570E+08, -4.659798533551697E-01,
2454089.500000000, A.D. 2006-Dec-20 00:00:00.0000, -3.820168384378338E+08, -7.064508310371647E+08,  1.148118273536754E+07,  1.134198589496332E+01, -5.604474926969964E+00, -2.304803429215334E-01,  2.679210108610433E+03,  8.032069839587686E+08, -4.683597353640709E-01,
2454090.500000000, A.D. 2006-Dec-21 00:00:00.0000, -3.810366183834745E+08, -7.069343357402656E+08,  1.146125852230081E+07,  1.134878295547608E+01, -5.588791972924092E+00, -2.307561318481506E-01,  2.679075054793065E+03,  8.031664958428975E+08, -4.681939507960640E-01,
2454091.500000000, A.D. 2006-Dec-22 00:00:00.0000, -3.800556925477408E+08, -7.074164908532741E+08,  1.144131240363422E+07,  1.135678085319775E+01, -5.571881743493766E+00, -2.309640001536937E-01,  2.678939877022017E+03,  8.031259705666484E+08, -4.696781413466442E-01,
2454092.500000000, A.D. 2006-Dec-23 00:00:00.0000, -3.790741833464249E+08, -7.078973340119386E+08,  1.142134109573784E+07,  1.136478851254446E+01, -5.558875742238611E+00, -2.313193656285377E-01,  2.678804879049290E+03,  8.030854991925794E+08, -4.677292567451692E-01,
2454093.500000000, A.D. 2006-Dec-24 00:00:00.0000, -3.780918505233749E+08, -7.083768897572449E+08,  1.140134664073643E+07,  1.137325035960640E+01, -5.542187907147287E+00, -2.315405968906352E-01,  2.678669755167387E+03,  8.030449900718889E+08, -4.692331339827354E-01,
2454094.500000000, A.D. 2006-Dec-25 00:00:00.0000, -3.771088182984178E+08, -7.088551481868796E+08,  1.138132763914785E+07,  1.138300255858513E+01, -5.527820477790745E+00, -2.318195985754550E-01,  2.678534673117008E+03,  8.030044934919740E+08, -4.692938302086931E-01,
2454095.500000000, A.D. 2006-Dec-26 00:00:00.0000, -3.761249853288274E+08, -7.093320108545979E+08,  1.136128955539671E+07,  1.139051114609953E+01, -5.511742059815489E+00, -2.320704483341938E-01,  2.678399185568671E+03,  8.029638753468301E+08, -4.698061647064516E-01,
2454096.500000000, A.D. 2006-Dec-27 00:00:00.0000, -3.751403722466707E+08, -7.098075877499976E+08,  1.134122780129465E+07,  1.140144255484259E+01, -5.495531440063536E+00, -2.322704988365458E-01,  2.678263650264839E+03,  8.029232428849486E+08, -4.720323210148318E-01,
2454097.500000000, A.D. 2006-Dec-28 00:00:00.0000, -3.741550025231989E+08, -7.102816404366288E+08,  1.132115049334002E+07,  1.140821982173569E+01, -5.479048456834582E+00, -2.325184794666555E-01,  2.678127402415386E+03,  8.028823968072635E+08, -4.725565891614422E-01,
2454098.500000000, A.D. 2006-Dec-29 00:00:00.0000, -3.731689363912174E+08, -7.107543098194898E+08,  1.130105233109945E+07,  1.141646364607147E+01, -5.461778481407862E+00, -2.327091844049760E-01,  2.677990951438578E+03,  8.028414898335301E+08, -4.744608552347941E-01,
2454099.500000000, A.D. 2006-Dec-30 00:00:00.0000, -3.721823011027564E+08, -7.112255999201707E+08,  1.128093130167830E+07,  1.142366406484827E+01, -5.448210381659432E+00, -2.330546229741199E-01,  2.677854506293225E+03,  8.028005846080225E+08, -4.726054788184119E-01,
2454100.500000000, A.D. 2006-Dec-31 00:00:00.0000, -3.711948781672412E+08, -7.116955922329190E+08,  1.126078709598961E+07,  1.143214891533199E+01, -5.431165357258017E+00, -2.332615605179751E-01,  2.677717969868261E+03,  8.027596520175759E+08, -4.744201906277341E-01,
2454101.500000000, A.D. 2007-Jan-01 00:00:00.0000, -3.702067983638760E+08, -7.121642453545873E+08,  1.124061928558415E+07,  1.144111148993174E+01, -5.416782659598783E+00, -2.335508298326678E-01,  2.677581422887454E+03,  8.027187162625672E+08, -4.740933126895037E-01,
$$EOE
**************************************************************************************************************************************************************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)
      Y      Y-component of position vector (km)
      Z      Z-component of position vector (km)
      VX     X-component of velocity vector (km/sec)                           
      VY     Y-component of velocity vector (km/sec)                           
      VZ     Z-component of velocity vector (km/sec)                           
      LT     One-way down-leg Newtonian light-time (sec)
      RG     Range; distance from coordinate center (km)
      RR     Range-rate; radial velocity wrt coord. center (km/sec)

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
